Fecha,FT-06017,TT-06017,TIT-06022,PT-06020A,PT-06021,PY-06020A,PDIT-06022A,EZY-06014,EZY-06004,Estado
11/20/2021 9:00,9672.797852,114.9096375,110.8624573,1150.317261,51.26213074,43.21345139,4.311146736,100,100,ON
11/20/2021 10:00,8788.611328,114.90522,110.8824615,1150.165283,52.10225677,41.62913895,4.032020569,100,100,ON
11/20/2021 11:00,8970.457031,115.1554871,110.8994293,1171.164307,55.4078064,41.66205978,4.17476368,100,100,ON
11/20/2021 12:00,8460.037109,115.2084885,110.9829254,1209.980835,87.38759613,41.0357399,3.827092171,100,100,ON
11/20/2021 13:00,806.1085815,115.4425659,111.2464447,1289.761719,45.5932312,11.91464806,-0.131555557,100,100,OA
11/20/2021 14:00,0,115.1554871,110.6614532,1294.947998,45.5932312,0,-0.194447517,100,100,OFF
11/20/2021 15:00,0,114.4930038,110.3590546,1292.984131,45.5932312,0,-0.194447517,100,100,OFF
11/20/2021 16:00,0,113.4080048,110.2080231,1289.86853,45.5932312,0,-0.194447517,100,100,OFF
11/20/2021 17:00,0,112.3980789,110.0530624,1287.469238,45.5932312,0,-0.194447517,100,100,OFF
11/20/2021 18:00,0,111.3970032,109.6283264,1286.16333,45.5932312,0,-0.194447517,100,100,OFF
11/20/2021 19:00,2459.583496,112.1389847,109.4133682,1170.2677,46.28417969,23.14903069,0.79910183,100,100,ON
11/20/2021 20:00,7200.035645,112.4039764,108.1855164,1170.514771,50.39059448,39.31339264,3.278025627,100,100,ON
11/20/2021 21:00,8346.745117,112.7219696,108.6146698,1169.799194,51.43486786,40.85177994,3.797412872,100,100,ON
11/20/2021 22:00,8343.018555,112.2891464,108.2386627,1184.813965,70.16106415,40.72470474,3.914010048,100,100,ON
11/20/2021 23:00,8169.405762,112.6424637,108.5217285,1185.127563,51.67826843,40.72470474,3.641243935,100,100,ON
11/21/2021 0:00,8325.342773,112.9118805,108.8272552,1184.745361,68.41014862,40.72470474,3.700602531,100,100,ON
11/21/2021 1:00,8365.576172,113.3388062,109.2321091,1185.385376,60.79403687,40.72470474,3.616510391,100,100,ON
11/21/2021 2:00,8263.984375,113.5198898,109.34552,1184.106812,52.52624512,40.72470474,3.488607407,100,100,ON
11/21/2021 3:00,8338.74707,113.5552139,109.3539505,1185.17749,58.619133,40.72470474,3.513339996,100,100,ON
11/21/2021 4:00,8172.439453,113.5993805,109.4968567,1184.905151,50.37489319,40.72470474,3.393209457,100,100,ON
11/21/2021 5:00,8177.905273,113.6833038,109.4235764,1185.212646,51.43486786,40.72470474,3.425008774,100,100,ON
11/21/2021 6:00,8366.202148,113.7142181,109.5257187,1184.414307,51.65470886,40.72470474,3.517580032,100,100,ON
11/21/2021 7:00,8379.145508,113.7937164,109.4757614,1185.391968,51.09724426,40.72470474,3.547259331,100,100,ON
11/21/2021 8:00,8432.607422,113.7274704,109.536705,1184.657471,51.09724426,40.72470474,3.59389782,100,100,ON
11/21/2021 9:00,8399.508789,113.625885,109.3902359,1185.165894,51.35634613,40.72470474,3.717561722,100,100,ON
11/21/2021 10:00,8420.745117,113.5022202,109.3934479,1185.272827,69.98047638,40.72470474,3.834158897,100,100,ON
11/21/2021 11:00,8492.306641,113.5154724,109.401413,1185.572388,69.72137451,40.72470474,3.932382584,100,100,ON
11/21/2021 12:00,8609.046875,113.365303,109.3815002,1174.481323,82.31542969,41.2747612,3.949342728,100,100,ON
11/21/2021 13:00,8430.892578,113.3697281,109.3272781,1175.096558,70.9697876,41.2747612,3.993154526,100,100,ON
11/21/2021 14:00,8331.164063,113.3564758,109.1932449,1175.052734,57.57485962,40.77468109,3.839105606,100,100,ON
11/21/2021 15:00,8263.337891,113.2504807,109.2079163,1174.909424,63.44004822,40.77468109,3.869491577,100,100,ON
11/21/2021 16:00,8356.291016,113.2239761,109.223381,1174.906006,70.89912415,40.77468109,3.926730156,100,100,ON
11/21/2021 17:00,8447.294922,113.1974792,109.2208481,1174.704468,81.45174408,40.77468109,3.907649994,100,100,ON
